"Class","Order","Family","Genus","Species","Study","M (kg)","FMR (kJ / day)"
"Mammalia","Carnivora","Odobenidae","Odobenus","rosmarus","Acquarone et al 2006",1370,345000
"Mammalia","Carnivora","Odobenidae","Odobenus","rosmarus","Acquarone et al 2006",1250,417400
"Aves","Procellariiformes","Diomedeidae","Diomedea","exulans","Adams et al 1986",7.4,3100
"Aves","Procellariiformes","Diomedeidae","Diomedea","exulans","Adams et al 1986",6.95,2898
"Aves","Procellariiformes","Diomedeidae","Diomedea","exulans","Adams et al 1986",8.9,3528
"Aves","Procellariiformes","Diomedeidae","Diomedea","exulans","Adams et al 1986",9.6,3881
"Aves","Procellariiformes","Diomedeidae","Diomedea","exulans","Adams et al 1986",9.4,3830
"Aves","Procellariiformes","Diomedeidae","Diomedea","exulans","Adams et al 1986",9.3,4284
"Aves","Procellariiformes","Diomedeidae","Diomedea","exulans","Adams et al 1986",9.35,3906
"Aves","Procellariiformes","Diomedeidae","Diomedea","exulans","Adams et al 1986",8.15,2386
"Aves","Procellariiformes","Diomedeidae","Diomedea","exulans","Adams et al 1986",6.7,2374
"Mammalia","Carnivora","Otariidae","Arctocephalus","gazella","Arnould et al 1996",32.75,17430.336
"Mammalia","Carnivora","Otariidae","Arctocephalus","gazella","Arnould et al 1996",45.5,20049.12
"Mammalia","Carnivora","Otariidae","Arctocephalus","gazella","Arnould et al 1996",38.5,22952.16
"Mammalia","Carnivora","Otariidae","Arctocephalus","gazella","Arnould et al 1996",40.5,26453.952
"Mammalia","Carnivora","Otariidae","Arctocephalus","gazella","Arnould et al 1996",39,16174.08
"Mammalia","Carnivora","Otariidae","Arctocephalus","gazella","Arnould et al 1996",32.25,21594.6
"Mammalia","Carnivora","Otariidae","Arctocephalus","gazella","Arnould et al 1996",37.25,18956.376
"Mammalia","Carnivora","Otariidae","Arctocephalus","gazella","Arnould et al 1996",37.25,17829.936
"Mammalia","Carnivora","Otariidae","Arctocephalus","gazella","Arnould et al 1996",28.25,12521.304
"Aves","Pelecaniformes","Sulidae","Sula","sula","Ballance 1995",0.795,1036.8
"Aves","Pelecaniformes","Sulidae","Sula","sula","Ballance 1995",1.252,1347.84
"Aves","Pelecaniformes","Sulidae","Sula","sula","Ballance 1995",1.09,1728
"Aves","Pelecaniformes","Sulidae","Sula","sula","Ballance 1995",1.08,1555.2
"Aves","Pelecaniformes","Sulidae","Sula","sula","Ballance 1995",1.08,1373.76
"Aves","Pelecaniformes","Sulidae","Sula","sula","Ballance 1995",1.08,803.52
"Aves","Pelecaniformes","Sulidae","Sula","sula","Ballance 1995",1.002,794.88
"Aves","Pelecaniformes","Sulidae","Sula","sula","Ballance 1995",1.05,1287.36
"Aves","Pelecaniformes","Sulidae","Sula","sula","Ballance 1995",1.2,1097.28
"Mammalia","Chiroptera","Phyllostomidae","Macrotus","californicus","Bell et al 1986",0.0133,19.4421528
"Mammalia","Chiroptera","Phyllostomidae","Macrotus","californicus","Bell et al 1986",0.0125,19.8918
"Mammalia","Chiroptera","Phyllostomidae","Macrotus","californicus","Bell et al 1986",0.0129,20.687472
"Mammalia","Chiroptera","Phyllostomidae","Macrotus","californicus","Bell et al 1986",0.0113,24.9520272
"Mammalia","Chiroptera","Phyllostomidae","Macrotus","californicus","Bell et al 1986",0.0117,24.3198072
"Mammalia","Chiroptera","Phyllostomidae","Macrotus","californicus","Bell et al 1986",0.0126,23.5481904
"Mammalia","Chiroptera","Phyllostomidae","Macrotus","californicus","Bell et al 1986",0.0137,29.2375536
"Mammalia","Chiroptera","Phyllostomidae","Macrotus","californicus","Bell et al 1986",0.0125,26.3682
"Mammalia","Chiroptera","Phyllostomidae","Macrotus","californicus","Bell et al 1986",0.0132,12.2940576
"Mammalia","Chiroptera","Phyllostomidae","Macrotus","californicus","Bell et al 1986",0.0133,19.278084
"Mammalia","Chiroptera","Phyllostomidae","Macrotus","californicus","Bell et al 1986",0.0134,17.1914496
"Mammalia","Chiroptera","Phyllostomidae","Macrotus","californicus","Bell et al 1986",0.0125,24.2094
"Mammalia","Chiroptera","Phyllostomidae","Macrotus","californicus","Bell et al 1986",0.014,20.120016
"Mammalia","Chiroptera","Phyllostomidae","Macrotus","californicus","Bell et al 1986",0.0128,19.6586496
"Mammalia","Chiroptera","Phyllostomidae","Macrotus","californicus","Bell et al 1986",0.0143,26.46072
"Mammalia","Chiroptera","Phyllostomidae","Macrotus","californicus","Bell et al 1986",0.0133,26.3330424
"Mammalia","Rodentia","Cricetidae","Microtus","pennsylvanicus","Berteaux et al 1996",0.0366,113
"Mammalia","Rodentia","Cricetidae","Microtus","pennsylvanicus","Berteaux et al 1996",0.0393,115.6
"Mammalia","Rodentia","Cricetidae","Microtus","pennsylvanicus","Berteaux et al 1996",0.0345,111.2
"Mammalia","Rodentia","Cricetidae","Microtus","pennsylvanicus","Berteaux et al 1996",0.0354,98.2
"Mammalia","Rodentia","Cricetidae","Microtus","pennsylvanicus","Berteaux et al 1996",0.0304,78.5
"Mammalia","Rodentia","Cricetidae","Microtus","pennsylvanicus","Berteaux et al 1996",0.0356,84
"Mammalia","Rodentia","Cricetidae","Microtus","pennsylvanicus","Berteaux et al 1996",0.0368,113.9
"Mammalia","Rodentia","Cricetidae","Microtus","pennsylvanicus","Berteaux et al 1996",0.0328,100.1
"Mammalia","Rodentia","Cricetidae","Microtus","pennsylvanicus","Berteaux et al 1996",0.0349,110.2
"Mammalia","Rodentia","Cricetidae","Microtus","pennsylvanicus","Berteaux et al 1996",0.0349,64
"Mammalia","Rodentia","Cricetidae","Microtus","pennsylvanicus","Berteaux et al 1996",0.0408,115.6
"Mammalia","Diprotodontia","Tarsipedidae","Tarsipes","rostratus","Bradshaw & Bradshaw 1999",0.0069,8.6
"Mammalia","Diprotodontia","Tarsipedidae","Tarsipes","rostratus","Bradshaw & Bradshaw 1999",0.0101,27
"Mammalia","Diprotodontia","Tarsipedidae","Tarsipes","rostratus","Bradshaw & Bradshaw 1999",0.0068,18.1
"Mammalia","Diprotodontia","Tarsipedidae","Tarsipes","rostratus","Bradshaw & Bradshaw 1999",0.0072,13.5
"Mammalia","Diprotodontia","Tarsipedidae","Tarsipes","rostratus","Bradshaw & Bradshaw 1999",0.0089,23.9
"Mammalia","Diprotodontia","Tarsipedidae","Tarsipes","rostratus","Bradshaw & Bradshaw 1999",0.0144,50.1
"Mammalia","Diprotodontia","Tarsipedidae","Tarsipes","rostratus","Bradshaw & Bradshaw 1999",0.0088,31.9
"Mammalia","Diprotodontia","Tarsipedidae","Tarsipes","rostratus","Bradshaw & Bradshaw 1999",0.0111,21.1
"Mammalia","Diprotodontia","Tarsipedidae","Tarsipes","rostratus","Bradshaw & Bradshaw 1999",0.0082,9.8
"Mammalia","Diprotodontia","Tarsipedidae","Tarsipes","rostratus","Bradshaw & Bradshaw 1999",0.011,23
"Mammalia","Diprotodontia","Tarsipedidae","Tarsipes","rostratus","Bradshaw & Bradshaw 1999",0.0082,16.1
"Mammalia","Diprotodontia","Tarsipedidae","Tarsipes","rostratus","Bradshaw & Bradshaw 1999",0.008,10.4
"Mammalia","Diprotodontia","Tarsipedidae","Tarsipes","rostratus","Bradshaw & Bradshaw 1999",0.0087,22.7
"Mammalia","Diprotodontia","Tarsipedidae","Tarsipes","rostratus","Bradshaw & Bradshaw 1999",0.008,28.4
"Mammalia","Diprotodontia","Tarsipedidae","Tarsipes","rostratus","Bradshaw & Bradshaw 1999",0.007,48.4
"Mammalia","Diprotodontia","Tarsipedidae","Tarsipes","rostratus","Bradshaw & Bradshaw 1999",0.0074,16.7
"Mammalia","Diprotodontia","Tarsipedidae","Tarsipes","rostratus","Bradshaw & Bradshaw 1999",0.0071,32.6
"Mammalia","Diprotodontia","Tarsipedidae","Tarsipes","rostratus","Bradshaw & Bradshaw 1999",0.0098,55.05
"Mammalia","Diprotodontia","Tarsipedidae","Tarsipes","rostratus","Bradshaw & Bradshaw 1999",0.01,16.3
"Mammalia","Diprotodontia","Tarsipedidae","Tarsipes","rostratus","Bradshaw & Bradshaw 1999",0.0109,20.6
"Mammalia","Diprotodontia","Tarsipedidae","Tarsipes","rostratus","Bradshaw & Bradshaw 1999",0.0062,55.4
"Aves","Passeriformes","Muscicapidae","Muscicapa","striata","Bryant 1997",0.0144,52.2381312
"Aves","Passeriformes","Paridae","Parus","major","Bryant 1997",0.0189,56.6491968
"Aves","Passeriformes","Turdidae","Turdus","merula","Bryant 1997",0.096,180.301824
"Aves","Passeriformes","Hirundinidae","Hirundo","tahitica","Bryant et al 1984",0.01485,43.7
"Aves","Passeriformes","Hirundinidae","Hirundo","tahitica","Bryant et al 1984",0.01305,99.8
"Aves","Passeriformes","Hirundinidae","Hirundo","tahitica","Bryant et al 1984",0.0143,52.6
"Aves","Passeriformes","Hirundinidae","Hirundo","tahitica","Bryant et al 1984",0.0143,81.6
"Aves","Passeriformes","Hirundinidae","Hirundo","tahitica","Bryant et al 1984",0.0139,112.4
"Aves","Passeriformes","Hirundinidae","Hirundo","tahitica","Bryant et al 1984",0.014,69
"Aves","Coraciiformes","Meropidae","Merops","viridis","Bryant et al 1984",0.03275,83.5
"Aves","Coraciiformes","Meropidae","Merops","viridis","Bryant et al 1984",0.03455,75.4
"Aves","Coraciiformes","Meropidae","Merops","viridis","Bryant et al 1984",0.03045,59.3
"Aves","Coraciiformes","Meropidae","Merops","viridis","Bryant et al 1984",0.0335,70.8
"Aves","Coraciiformes","Meropidae","Merops","viridis","Bryant et al 1984",0.0336,92.5
"Aves","Coraciiformes","Meropidae","Merops","viridis","Bryant et al 1984",0.03865,82.9
"Mammalia","Rodentia","Sciuridae","Sciurus","carolinensis","Bryce et al 2001",0.653,1150
"Mammalia","Rodentia","Sciuridae","Sciurus","carolinensis","Bryce et al 2001",0.668,523
"Mammalia","Rodentia","Sciuridae","Sciurus","carolinensis","Bryce et al 2001",0.63,479
"Mammalia","Rodentia","Sciuridae","Sciurus","carolinensis","Bryce et al 2001",0.634,428
"Mammalia","Rodentia","Sciuridae","Sciurus","carolinensis","Bryce et al 2001",0.655,420
"Mammalia","Rodentia","Sciuridae","Sciurus","carolinensis","Bryce et al 2001",0.585,556
"Mammalia","Rodentia","Sciuridae","Sciurus","carolinensis","Bryce et al 2001",0.585,473
"Mammalia","Rodentia","Sciuridae","Sciurus","carolinensis","Bryce et al 2001",0.565,543
"Mammalia","Rodentia","Sciuridae","Sciurus","carolinensis","Bryce et al 2001",0.537,461
"Mammalia","Rodentia","Sciuridae","Sciurus","carolinensis","Bryce et al 2001",0.537,314
"Mammalia","Rodentia","Sciuridae","Sciurus","carolinensis","Bryce et al 2001",0.497,328
"Mammalia","Rodentia","Sciuridae","Sciurus","carolinensis","Bryce et al 2001",0.634,857
"Mammalia","Rodentia","Sciuridae","Sciurus","carolinensis","Bryce et al 2001",0.517,450
"Mammalia","Rodentia","Sciuridae","Sciurus","carolinensis","Bryce et al 2001",0.448,581
"Mammalia","Rodentia","Sciuridae","Sciurus","carolinensis","Bryce et al 2001",0.432,554
"Mammalia","Rodentia","Sciuridae","Sciurus","carolinensis","Bryce et al 2001",0.695,638
"Mammalia","Rodentia","Sciuridae","Sciurus","carolinensis","Bryce et al 2001",0.643,712
"Mammalia","Rodentia","Sciuridae","Sciurus","carolinensis","Bryce et al 2001",0.605,700
"Mammalia","Rodentia","Sciuridae","Sciurus","carolinensis","Bryce et al 2001",0.6,700
"Mammalia","Rodentia","Sciuridae","Sciurus","carolinensis","Bryce et al 2001",0.579,691
"Mammalia","Rodentia","Sciuridae","Sciurus","carolinensis","Bryce et al 2001",0.634,606
"Mammalia","Rodentia","Sciuridae","Sciurus","carolinensis","Bryce et al 2001",0.595,605
"Aves","Passeriformes","Hirundinidae","Tachycineta","bicolor","Burness et al 2001",0.018,113
"Aves","Passeriformes","Hirundinidae","Tachycineta","bicolor","Burness et al 2001",0.01813,103
"Aves","Passeriformes","Hirundinidae","Tachycineta","bicolor","Burness et al 2001",0.0175,110.3
"Aves","Passeriformes","Hirundinidae","Tachycineta","bicolor","Burness et al 2001",0.01863,100.4
"Aves","Passeriformes","Hirundinidae","Tachycineta","bicolor","Burness et al 2001",0.01713,94.8
"Aves","Passeriformes","Hirundinidae","Tachycineta","bicolor","Burness et al 2001",0.01875,111.6
"Aves","Passeriformes","Hirundinidae","Tachycineta","bicolor","Burness et al 2001",0.01713,97.3
"Aves","Passeriformes","Hirundinidae","Tachycineta","bicolor","Burness et al 2001",0.01975,120
"Aves","Passeriformes","Hirundinidae","Tachycineta","bicolor","Burness et al 2001",0.01963,107.2
"Aves","Passeriformes","Hirundinidae","Tachycineta","bicolor","Burness et al 2001",0.018,85.1
"Aves","Passeriformes","Hirundinidae","Tachycineta","bicolor","Burness et al 2001",0.01725,89.3
"Aves","Passeriformes","Hirundinidae","Tachycineta","bicolor","Burness et al 2001",0.01738,87.8
"Aves","Passeriformes","Hirundinidae","Tachycineta","bicolor","Burness et al 2001",0.0215,99.7
"Aves","Passeriformes","Hirundinidae","Tachycineta","bicolor","Burness et al 2001",0.01938,57.1
"Aves","Passeriformes","Hirundinidae","Tachycineta","bicolor","Burness et al 2001",0.01988,119.7
"Aves","Passeriformes","Hirundinidae","Tachycineta","bicolor","Burness et al 2001",0.01825,102.4
"Aves","Passeriformes","Hirundinidae","Tachycineta","bicolor","Burness et al 2001",0.0195,109.7
"Aves","Passeriformes","Hirundinidae","Tachycineta","bicolor","Burness et al 2001",0.01988,118.5
"Aves","Passeriformes","Hirundinidae","Tachycineta","bicolor","Burness et al 2001",0.0165,109.4
"Aves","Passeriformes","Hirundinidae","Tachycineta","bicolor","Burness et al 2001",0.01825,96.9
"Aves","Passeriformes","Hirundinidae","Tachycineta","bicolor","Burness et al 2001",0.01863,98.4
"Aves","Passeriformes","Hirundinidae","Tachycineta","bicolor","Burness et al 2001",0.01738,119.4
"Aves","Passeriformes","Hirundinidae","Tachycineta","bicolor","Burness et al 2001",0.0191,119.2
"Aves","Passeriformes","Hirundinidae","Tachycineta","bicolor","Burness et al 2001",0.02164,95.3
"Aves","Passeriformes","Hirundinidae","Tachycineta","bicolor","Burness et al 2001",0.01825,123.4
"Aves","Passeriformes","Hirundinidae","Tachycineta","bicolor","Burness et al 2001",0.01888,136.3
"Aves","Passeriformes","Hirundinidae","Tachycineta","bicolor","Burness et al 2001",0.02013,120.9
"Aves","Passeriformes","Hirundinidae","Tachycineta","bicolor","Burness et al 2001",0.019,120
"Aves","Passeriformes","Hirundinidae","Tachycineta","bicolor","Burness et al 2001",0.02063,102.4
"Aves","Passeriformes","Hirundinidae","Tachycineta","bicolor","Burness et al 2001",0.01725,98.5
"Aves","Passeriformes","Hirundinidae","Tachycineta","bicolor","Burness et al 2001",0.01675,96.7
"Aves","Passeriformes","Hirundinidae","Tachycineta","bicolor","Burness et al 2001",0.0185,83.9
"Aves","Passeriformes","Hirundinidae","Tachycineta","bicolor","Burness et al 2001",0.02,101.8
"Aves","Passeriformes","Hirundinidae","Tachycineta","bicolor","Burness et al 2001",0.0175,64.2
"Aves","Passeriformes","Hirundinidae","Tachycineta","bicolor","Burness et al 2001",0.02113,110.1
"Aves","Passeriformes","Hirundinidae","Tachycineta","bicolor","Burness et al 2001",0.019,97.4
"Aves","Passeriformes","Hirundinidae","Tachycineta","bicolor","Burness et al 2001",0.01663,58.3
"Aves","Passeriformes","Hirundinidae","Tachycineta","bicolor","Burness et al 2001",0.01875,65.9
"Aves","Passeriformes","Hirundinidae","Tachycineta","bicolor","Burness et al 2001",0.01725,108.7
"Aves","Passeriformes","Hirundinidae","Tachycineta","bicolor","Burness et al 2001",0.01863,120.9
"Aves","Passeriformes","Hirundinidae","Tachycineta","bicolor","Burness et al 2001",0.0195,122.5
"Aves","Passeriformes","Hirundinidae","Tachycineta","bicolor","Burness et al 2001",0.01888,86.6
"Aves","Passeriformes","Hirundinidae","Tachycineta","bicolor","Burness et al 2001",0.01775,89
"Aves","Passeriformes","Hirundinidae","Tachycineta","bicolor","Burness et al 2001",0.01925,56.1
"Aves","Passeriformes","Hirundinidae","Tachycineta","bicolor","Burness et al 2001",0.018,94.9
"Aves","Passeriformes","Hirundinidae","Tachycineta","bicolor","Burness et al 2001",0.01925,121.6
"Aves","Charadriiformes","Alcidae","Uria","aalge","Cairns et al 1990",0.963,1542
"Aves","Charadriiformes","Alcidae","Uria","aalge","Cairns et al 1990",0.972,1979
"Aves","Charadriiformes","Alcidae","Uria","aalge","Cairns et al 1990",0.927,1580
"Aves","Charadriiformes","Alcidae","Uria","aalge","Cairns et al 1990",0.898,2054
"Aves","Passeriformes","Paridae","Poecile","cincta","Carlson et al 1993",0.0125,45.97
"Aves","Passeriformes","Paridae","Poecile","cincta","Carlson et al 1993",0.013,54.03
"Aves","Passeriformes","Paridae","Poecile","cincta","Carlson et al 1993",0.0124,53.735
"Aves","Passeriformes","Paridae","Poecile","cincta","Carlson et al 1993",0.0131,49.66
"Aves","Passeriformes","Paridae","Poecile","montanus","Carlson et al 1993",0.0113,48.25
"Aves","Passeriformes","Paridae","Poecile","montanus","Carlson et al 1993",0.0118,44.77
"Aves","Passeriformes","Paridae","Poecile","montanus","Carlson et al 1993",0.0116,49.47
"Aves","Passeriformes","Paridae","Poecile","montanus","Carlson et al 1993",0.0114,51.53
"Aves","Passeriformes","Paridae","Poecile","montanus","Carlson et al 1993",0.0115,41.22
"Mammalia","Dasyuromorphia","Myrmecobiidae","Myrmecobius","fasciatus","Cooper et al 2003",0.547,309.5
"Mammalia","Dasyuromorphia","Myrmecobiidae","Myrmecobius","fasciatus","Cooper et al 2003",0.408,198.8
"Mammalia","Dasyuromorphia","Myrmecobiidae","Myrmecobius","fasciatus","Cooper et al 2003",0.522,211.7
"Mammalia","Dasyuromorphia","Myrmecobiidae","Myrmecobius","fasciatus","Cooper et al 2003",0.428,262.2
"Mammalia","Dasyuromorphia","Myrmecobiidae","Myrmecobius","fasciatus","Cooper et al 2003",0.52,362.5
"Mammalia","Carnivora","Otariidae","Phocarctos","hookeri","Costa & Gales 2000",131.3,50368.7808
"Mammalia","Carnivora","Otariidae","Phocarctos","hookeri","Costa & Gales 2000",84.4,51774.336
"Mammalia","Carnivora","Otariidae","Phocarctos","hookeri","Costa & Gales 2000",109.4,51608.7936
"Mammalia","Carnivora","Otariidae","Phocarctos","hookeri","Costa & Gales 2000",106.7,50796.0288
"Mammalia","Carnivora","Otariidae","Phocarctos","hookeri","Costa & Gales 2000",123.85,54038.232
"Mammalia","Carnivora","Otariidae","Phocarctos","hookeri","Costa & Gales 2000",105.5,47034.432
"Mammalia","Carnivora","Otariidae","Phocarctos","hookeri","Costa & Gales 2000",119.8,57032.4672
"Mammalia","Carnivora","Otariidae","Phocarctos","hookeri","Costa & Gales 2000",109.3,54300.24
